,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2020-07-02,702,9,806,108,1615,565,270,20,328,64,6,188,305,177,79,13,351,204,52,365,43,38,7,13,44,0,13,1,34,136,4,6,44,3,6,3,26,0,6,1,0,9,20,1,1,0,6,24,6,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-03,702,9,810,109,1619,567,272,21,329,64,6,190,307,178,79,13,352,207,54,365,43,38,7,13,44,0,13,1,34,140,4,6,44,3,6,3,26,0,6,1,0,9,20,1,1,0,6,24,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-04,702,9,810,109,1619,567,272,21,329,64,6,190,307,178,79,13,352,207,54,366,44,38,7,13,44,0,13,2,34,140,4,6,44,3,6,3,26,0,6,1,0,9,20,1,1,0,6,24,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-05,702,9,811,109,1619,567,273,21,329,64,6,190,307,178,79,13,352,207,54,367,44,38,8,13,44,0,13,2,34,140,4,6,44,3,6,3,26,0,6,1,0,9,20,1,1,0,6,24,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-06,702,9,811,109,1619,568,273,21,329,64,6,190,307,178,79,13,352,207,54,367,44,38,8,13,44,0,13,2,34,140,4,6,44,3,6,3,26,0,6,1,0,9,20,1,1,0,6,24,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-07,704,9,815,111,1621,570,275,21,330,64,6,194,309,179,79,13,353,207,55,372,45,39,8,13,44,0,13,2,34,142,4,6,46,3,6,3,27,0,6,1,0,9,20,1,1,0,6,25,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-08,706,8,818,111,1628,570,276,21,333,64,6,196,312,179,79,13,355,208,57,372,45,39,8,13,44,0,13,2,35,143,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-09,706,8,822,111,1633,571,276,21,333,66,6,196,315,179,79,13,356,209,57,377,47,39,8,13,46,0,13,2,35,148,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-10,709,8,826,111,1635,572,278,21,335,66,6,197,319,181,79,14,357,209,61,382,48,39,8,13,46,0,13,2,35,149,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-11,709,8,829,111,1636,572,279,21,335,66,6,198,324,181,79,14,358,209,62,383,50,39,8,13,46,0,13,2,35,149,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,8,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-12,709,8,829,111,1637,572,279,21,335,66,6,198,326,181,79,14,358,209,63,383,50,39,8,13,46,0,13,2,35,149,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,9,0,2,4,1,5,2,2,1,0,2,4,,0,4,0,7,1,0,1
2020-07-13,709,8,829,111,1640,572,279,21,335,66,6,198,327,181,79,14,358,209,63,383,50,39,8,13,46,0,13,2,35,149,4,6,47,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,9,0,2,4,1,5,2,2,1,0,2,4,,0,5,0,7,1,0,1
2020-07-14,709,8,829,111,1646,572,281,21,335,66,6,199,329,181,79,14,358,211,63,386,50,39,8,13,46,0,13,2,35,149,4,6,48,3,6,3,27,0,6,1,0,9,20,1,1,1,6,25,10,0,2,4,1,5,2,2,1,0,2,4,,0,5,0,7,1,0,1
2020-07-15,717,8,832,113,1653,572,283,21,337,66,6,204,330,181,79,14,359,211,66,388,51,39,8,13,46,0,13,2,35,149,4,6,48,3,6,3,27,0,6,1,0,9,20,1,1,1,6,26,10,0,2,4,1,5,2,2,1,0,2,4,,0,5,0,7,1,0,1
2020-07-16,718,8,835,114,1664,572,283,21,337,68,7,205,330,181,80,14,360,212,67,388,51,40,9,13,46,0,13,2,35,150,4,6,48,3,6,3,28,0,6,1,0,9,20,1,1,1,6,26,10,0,2,4,1,5,2,2,1,0,2,4,,0,5,0,7,1,0,1
