,Jefferson,Mercer,Monongalia,Tucker,Jackson,Kanawha,Marshall,Putnam,Berkeley,Harrison,Preston,Wood,Logan,Marion,Ohio,Raleigh,Mason,Upshur,Greenbrier,Hancock,Pleasants,Cabell,Morgan,Wetzel,Wirt,Randolph,Roane,Hardy,Barbour,Unknown,Pendleton,Mineral,Lewis,Taylor,Brooke,Fayette,McDowell,Nicholas,Tyler,Wyoming,Boone,Braxton,Hampshire,Wayne,Monroe,Summers,Grant,Mingo,Lincoln,Gilmer,Calhoun,Pocahontas,Ritchie,Clay,Webster,Doddridge
2020-07-18,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,1,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-19,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,1,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-20,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,1,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-21,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-22,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,5,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-23,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,5,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-24,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,5,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,
2020-07-25,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,5,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-26,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,3,2,0,0,5,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-27,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-28,4,2,5,0,19,20,0,0,11,1,3,4,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-29,4,3,5,0,19,20,0,0,11,1,3,4,1,2,3,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-30,4,3,5,0,19,20,0,0,11,1,3,4,3,2,4,0,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-07-31,4,3,5,0,19,20,0,0,11,1,3,4,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-08-01,4,3,5,0,19,20,0,0,11,1,3,4,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-08-02,4,3,5,0,19,21,0,0,11,1,3,4,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-08-03,4,3,5,0,19,21,0,0,11,1,3,4,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,0,1,5,0,1,0,1,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0
2020-08-04,4,3,5,0,19,22,1,0,11,1,4,5,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,1,1,5,0,1,0,1,0,0,1,9,0,0,1,3,0,0,0,0,0,1,0,0
2020-08-05,4,3,5,0,19,22,1,0,11,1,4,5,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,1,1,5,0,1,0,1,0,0,1,9,0,0,1,3,0,0,0,0,0,1,0,0
2020-08-06,4,3,5,0,19,22,1,0,11,1,4,5,3,2,4,1,1,0,3,0,0,2,0,0,0,0,1,0,1,,1,4,2,1,1,5,0,1,0,1,0,0,1,9,0,0,1,3,0,0,0,0,0,1,0,0
2020-08-07,4,3,5,0,19,22,1,0,11,1,4,5,3,2,4,1,1,0,3,0,1,2,0,0,0,0,1,0,1,,1,4,2,1,1,5,0,1,0,1,0,0,1,9,0,0,1,5,0,0,0,0,0,1,0,0
2020-08-08,4,3,5,0,19,23,1,0,11,1,4,5,3,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,1,0,0,1,9,0,0,1,5,0,0,0,0,0,1,0,0
2020-08-09,4,11,5,0,19,23,1,0,11,1,4,5,3,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,1,0,0,1,9,0,0,1,5,0,0,0,0,0,1,0,0
2020-08-10,4,11,5,0,19,24,1,0,11,1,4,5,4,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,1,0,0,1,9,0,0,1,5,0,0,0,0,0,1,0,0
2020-08-11,4,13,5,0,19,24,1,0,11,1,4,5,5,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,3,5,0,0,0,0,0,1,0,0
2020-08-12,4,16,5,0,19,24,1,0,11,1,4,5,7,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-13,4,16,5,0,19,24,1,0,11,1,4,5,7,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-14,4,17,5,0,19,24,1,0,11,1,4,5,10,2,4,1,1,0,3,0,1,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-15,4,18,5,0,19,24,1,0,11,1,4,5,11,2,4,1,1,0,3,0,2,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-16,4,18,5,0,19,24,1,0,11,1,4,5,11,2,4,1,1,0,3,0,2,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-17,4,18,5,0,19,24,1,0,11,1,4,5,11,2,4,1,1,0,3,0,2,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-18,4,18,5,0,19,25,1,0,11,1,4,5,12,2,4,2,1,0,4,0,2,3,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-19,4,18,5,0,19,26,1,0,11,1,4,5,12,2,4,2,1,0,3,0,2,4,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,5,5,0,0,0,0,0,1,0,0
2020-08-20,4,17,5,0,19,26,1,0,11,1,4,5,12,2,4,3,1,0,3,0,2,4,0,0,0,0,1,0,1,,1,4,2,1,1,7,0,1,0,2,0,0,1,9,0,0,5,5,0,0,0,0,0,1,0,0
2020-08-21,4,20,5,0,19,27,1,0,11,1,4,5,12,2,4,3,1,0,3,0,2,4,0,0,0,0,1,0,1,,1,4,2,1,1,8,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-22,4,20,5,0,19,27,1,0,11,1,4,5,17,2,4,3,1,0,3,0,2,5,0,0,0,0,1,0,1,,1,4,2,1,1,8,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-23,4,21,5,0,19,27,1,0,11,1,4,5,17,2,4,3,1,0,3,0,2,5,0,0,0,0,1,0,1,,1,4,2,2,1,8,0,1,0,2,0,0,1,9,0,0,4,5,0,0,0,0,0,1,0,0
2020-08-24,4,21,5,0,19,27,1,0,11,1,4,5,17,2,4,3,1,0,3,0,2,5,0,0,0,0,1,0,1,,1,4,2,2,1,8,0,1,0,2,0,0,1,9,0,0,4,5,1,0,0,0,0,1,0,0
2020-08-25,4,21,5,0,19,27,1,0,11,1,4,5,20,2,4,3,1,0,3,0,2,6,0,0,0,0,1,0,1,,1,4,2,3,1,9,0,1,0,3,0,0,1,9,0,0,5,5,1,0,0,0,0,1,0,0
2020-08-26,4,22,5,0,19,27,1,0,11,1,4,5,21,2,5,3,1,0,3,0,2,6,0,0,0,0,1,0,1,,1,4,2,3,1,9,0,1,0,3,0,0,1,9,0,0,5,5,1,0,0,0,0,1,0,0
2020-08-27,4,22,5,0,19,27,1,0,11,1,4,5,26,2,5,3,1,0,3,0,3,6,0,0,0,0,1,0,1,,1,4,2,3,1,10,0,1,0,3,0,0,1,9,1,0,5,5,1,0,0,0,0,2,0,0
2020-08-28,4,22,5,0,19,28,1,0,11,1,4,5,25,2,5,3,1,0,3,0,3,7,0,0,0,0,1,0,1,,1,4,2,3,1,10,0,1,0,3,0,0,1,9,3,0,5,5,1,0,0,0,0,2,0,0
2020-08-29,4,23,5,0,19,30,1,0,11,1,4,5,27,2,5,3,1,0,3,0,2,8,0,0,0,0,1,0,1,,1,4,2,4,2,9,0,2,0,3,0,0,1,10,4,0,6,5,1,0,0,0,0,2,0,0
