,Orange,Los Angeles,Santa Clara,San Francisco,San Diego,Humboldt,Sacramento,Solano,Marin,Napa,Sonoma,Alameda,Placer,San Mateo,Contra Costa,Yolo,Fresno,Madera,Riverside,Santa Cruz,Shasta,San Joaquin,Ventura,Stanislaus,Tulare,San Benito,San Luis Obispo,San Bernardino,Santa Barbara,Nevada,Kern,Monterey,Mendocino,Amador,Imperial,Butte,El Dorado,Siskiyou,Yuba,Unknown,Calaveras,Merced,Mono,Inyo,Sutter,Colusa,Kings,Glenn,Tuolumne,Alpine,Plumas,Del Norte,Tehama,Lake,Mariposa,Trinity,Sierra,Lassen,Modoc
2020-06-04,165,2531,145,43,312,4,58,22,17,3,4,104,9,84,38,24,40,3,345,3,4,36,35,31,92,2,1,210,14,1,45,10,0,0,28,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-05,174,2565,145,43,312,4,59,23,17,3,4,104,9,84,38,24,43,3,355,3,4,36,35,31,92,2,1,217,14,1,45,10,0,0,29,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-06,176,2620,145,43,312,4,59,23,17,3,4,104,9,88,38,24,43,3,355,3,4,37,35,33,92,2,1,224,15,1,46,10,0,0,32,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-07,177,2645,145,43,312,4,59,23,17,3,4,104,9,88,39,24,43,3,355,3,4,37,35,33,92,2,1,224,15,1,46,10,0,0,32,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-08,177,2655,146,43,312,4,61,23,17,3,4,104,9,88,40,24,46,3,356,3,4,37,35,33,94,2,1,224,15,1,47,10,0,0,37,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-09,185,2707,150,44,312,4,61,23,17,3,4,110,9,93,43,24,48,3,365,3,4,39,35,33,94,2,1,224,15,1,50,11,0,0,37,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-10,198,2768,150,44,312,4,62,23,17,3,4,110,9,93,43,24,49,3,372,3,4,40,38,33,96,2,1,225,15,1,51,11,0,0,40,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-11,202,2813,150,44,312,4,63,23,17,3,4,110,9,93,44,24,51,3,380,3,4,42,38,33,98,2,1,227,16,1,53,11,0,0,42,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-12,210,2832,151,44,313,4,63,23,17,3,4,110,9,99,44,24,52,3,383,3,5,42,40,33,98,2,1,229,16,1,54,11,0,0,42,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-13,217,2890,151,44,319,4,63,23,17,3,4,110,9,99,44,24,52,3,383,3,5,43,40,33,98,2,1,229,16,1,55,11,0,0,42,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-14,221,2907,152,45,320,4,63,23,17,3,4,112,9,99,44,24,52,3,383,3,5,43,40,34,98,2,1,229,18,1,55,12,0,0,42,1,0,0,1,,0,7,1,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,
2020-06-15,221,2926,152,45,320,4,63,23,17,3,4,112,9,99,44,24,55,3,384,3,5,43,41,34,98,2,1,229,18,1,55,12,0,0,46,1,0,0,1,,0,7,1,1,3,0,8,0,0,0,0,0,1,0,1,0,0,0,
2020-06-16,233,2959,153,46,323,4,63,23,18,3,4,112,9,99,49,24,57,4,395,3,4,47,41,35,98,2,1,229,18,1,57,12,0,0,51,1,0,0,1,,0,7,1,1,3,0,9,0,0,0,0,0,1,0,1,0,0,0,
2020-06-17,243,2991,153,47,327,4,67,23,18,4,4,116,9,99,50,24,61,4,399,3,4,47,41,35,106,2,1,229,21,1,58,12,0,0,53,1,0,0,1,,0,8,1,1,3,0,10,0,0,0,0,0,1,0,1,0,0,0,
2020-06-18,250,3027,153,47,331,4,67,23,18,4,4,117,9,99,55,24,62,4,408,3,4,47,42,36,107,2,1,230,22,1,60,12,0,0,59,1,0,0,1,,0,8,1,1,3,0,10,0,0,0,0,0,1,0,1,0,0,0,
2020-06-19,257,3063,153,47,332,4,67,23,18,4,4,118,9,103,56,24,66,4,410,2,4,48,42,36,111,2,1,230,22,1,60,12,0,0,63,1,0,0,1,,0,8,1,1,3,0,12,0,0,0,0,0,1,0,1,0,0,0,
2020-06-20,267,3110,153,47,338,4,67,23,18,4,4,118,9,103,56,24,66,4,410,3,4,48,42,36,111,2,1,233,22,1,60,12,0,0,63,1,0,0,1,,0,8,1,1,3,0,15,0,0,0,0,0,1,0,1,0,0,0,
2020-06-21,269,3120,155,47,338,4,67,23,18,4,5,119,9,103,62,24,66,4,410,3,5,48,42,35,111,2,1,233,22,1,60,12,0,0,63,1,0,0,1,,0,8,1,1,3,0,15,0,0,0,0,0,1,0,1,0,0,0,
2020-06-22,269,3137,155,48,338,4,67,23,18,4,5,120,9,103,62,24,67,5,424,3,5,48,43,35,113,2,1,234,22,1,60,12,0,0,63,1,0,0,1,,0,9,1,1,3,0,19,0,0,0,0,0,1,0,1,0,0,0,
2020-06-23,275,3171,155,48,341,4,66,23,18,4,5,121,10,104,62,24,70,5,431,3,5,48,43,37,116,2,1,234,27,1,66,12,0,0,67,1,0,0,1,,0,9,1,1,3,0,20,0,0,0,0,0,1,0,1,0,0,0,
2020-06-24,299,3205,156,48,347,4,66,23,18,4,5,122,10,104,67,24,71,5,432,3,5,49,44,37,118,2,1,245,27,1,66,12,0,0,69,1,0,0,1,,0,10,1,1,3,0,20,0,0,0,0,0,1,0,1,0,0,0,
2020-06-25,306,3246,156,48,352,4,66,23,18,4,5,128,10,104,72,24,71,5,435,3,5,49,44,38,119,2,1,248,27,1,70,12,0,0,72,2,0,0,1,,0,11,1,1,3,0,21,0,0,0,0,0,1,0,1,0,0,0,
2020-06-26,323,3267,156,48,358,4,66,23,18,4,5,130,11,106,73,24,72,5,438,3,5,52,44,38,122,2,1,249,28,1,70,12,0,0,72,2,0,0,1,,0,11,1,1,3,0,21,0,0,0,0,0,1,0,1,0,0,0,
2020-06-27,323,3285,156,49,360,4,66,23,18,4,5,130,11,106,73,24,72,5,438,3,5,52,44,38,122,2,1,249,28,1,70,12,0,0,80,2,0,0,1,,0,11,1,1,3,0,22,0,0,0,0,0,1,0,1,0,0,0,
2020-06-28,326,3305,156,50,361,4,66,23,18,4,5,133,11,106,74,24,72,5,438,3,5,52,44,41,122,2,1,249,28,1,70,13,0,0,80,2,0,0,1,,0,11,1,1,3,0,24,0,0,0,0,0,1,0,1,0,0,0,
2020-06-29,330,3326,156,50,361,4,68,24,18,4,7,133,11,106,76,24,72,5,440,3,5,52,45,41,124,2,1,249,28,1,70,14,0,0,80,2,0,0,1,,0,11,1,1,3,0,28,0,0,0,0,0,1,0,1,0,0,0,
2020-06-30,340,3369,157,50,365,4,68,24,18,4,7,135,11,108,76,24,73,5,457,3,5,52,46,42,126,2,1,253,29,1,70,15,0,0,92,2,0,0,1,,0,11,1,1,3,0,30,0,0,0,0,0,1,0,1,0,0,0,
2020-07-01,345,3402,159,50,372,4,68,25,19,4,9,136,11,108,77,24,75,5,463,3,5,54,46,44,128,2,2,258,29,1,76,15,0,0,96,2,0,0,1,,0,11,1,1,3,0,32,0,0,0,0,0,1,0,1,0,0,0,
2020-07-02,354,3454,160,50,377,4,69,25,19,4,10,138,11,108,78,24,77,5,465,3,5,55,47,44,133,2,2,265,29,1,77,15,0,0,99,3,0,0,1,,0,11,1,1,3,0,32,0,0,0,0,0,1,0,1,0,0,0,
2020-07-03,360,3454,161,50,387,4,69,25,19,4,11,140,11,108,79,25,77,5,479,3,5,55,47,44,136,2,2,269,29,1,80,15,0,0,104,3,0,0,1,,0,11,1,1,3,0,33,0,0,0,0,0,1,0,1,0,0,0,
2020-07-04,360,3454,161,50,387,4,69,25,19,4,11,140,11,108,81,25,77,5,479,3,5,55,47,44,136,2,2,269,29,1,81,15,0,0,113,3,0,0,2,,0,11,1,1,3,0,33,0,0,0,0,0,1,1,1,0,0,0,
2020-07-05,363,3487,162,50,387,4,69,25,19,4,11,140,11,108,81,26,77,5,479,3,5,55,47,45,136,2,2,269,29,1,82,15,0,0,113,3,0,0,2,,0,11,1,1,3,0,33,0,0,0,0,0,1,1,1,0,0,0,
2020-07-06,366,3534,165,50,387,4,74,25,19,4,12,140,11,108,85,26,78,7,486,3,5,55,50,45,136,2,2,269,29,1,82,15,0,0,116,3,0,0,2,,0,11,1,1,3,0,37,0,0,0,0,0,1,1,1,0,0,0,
2020-07-07,366,3579,166,50,399,4,76,27,20,4,14,140,11,111,86,26,81,7,506,3,5,58,50,45,139,2,2,272,30,1,84,17,0,0,120,3,0,0,2,,0,11,1,1,4,0,37,0,0,0,0,0,1,1,1,0,0,0,
2020-07-08,369,3642,166,50,406,4,78,27,23,4,14,142,11,111,86,28,84,8,515,3,5,61,50,50,148,2,3,293,30,1,87,17,0,0,124,4,0,0,3,,0,12,1,1,4,0,38,0,0,0,0,0,1,1,1,0,0,0,
2020-07-09,376,3689,167,50,415,4,78,27,23,4,14,146,11,111,88,28,87,8,533,3,6,67,53,50,148,2,4,304,29,1,89,17,0,0,126,4,0,0,3,,0,12,1,1,4,0,39,0,0,0,0,0,1,1,1,0,0,0,
2020-07-10,402,3738,167,50,420,4,79,28,23,4,14,147,11,112,88,28,88,8,537,3,6,68,53,51,152,2,4,304,31,1,97,18,0,0,131,4,0,0,3,,0,12,1,1,4,0,39,0,0,0,0,0,1,1,1,0,0,0,
2020-07-11,412,3793,167,50,422,4,81,28,23,4,16,148,11,112,89,28,88,8,537,3,6,68,53,51,152,2,4,304,31,1,97,18,0,0,134,4,0,0,3,,0,12,1,1,4,0,39,0,0,0,0,0,1,1,1,0,0,0,
2020-07-12,421,3809,167,50,422,4,83,28,23,4,16,148,11,112,90,28,88,8,537,3,6,68,53,51,152,2,4,306,31,1,97,18,0,0,134,4,0,0,3,,0,12,1,1,4,0,39,0,0,0,0,0,1,1,1,0,0,0,
2020-07-13,423,3822,168,50,422,4,83,31,28,4,16,148,11,112,90,28,88,8,550,3,6,70,53,51,152,2,5,307,31,1,98,18,0,0,135,4,0,0,3,,0,12,1,1,4,0,40,0,0,0,0,0,1,1,1,0,0,0,
2020-07-14,433,3894,171,50,436,4,91,31,28,4,16,152,11,114,92,29,91,9,553,3,6,73,53,57,153,2,5,309,31,1,98,18,0,0,140,4,0,0,3,,0,13,1,1,4,0,40,0,0,0,0,0,1,1,1,0,0,0,
2020-07-15,455,3936,174,50,448,4,92,31,40,5,16,154,11,114,92,30,91,10,577,3,6,73,56,61,153,2,6,310,32,1,98,18,0,0,147,4,0,0,3,,0,15,1,1,4,0,41,0,0,0,0,0,1,1,1,0,0,0,
2020-07-16,466,3988,177,51,465,4,94,31,40,5,19,154,11,114,93,30,91,11,585,3,6,81,56,61,161,2,6,310,32,1,105,18,0,0,147,4,0,0,3,,0,15,1,1,4,0,41,0,0,0,0,0,1,1,1,0,0,0,
2020-07-17,469,4047,178,52,472,4,95,31,40,5,19,161,11,114,96,31,100,11,587,3,7,83,57,63,165,2,6,315,32,1,105,18,0,0,155,4,0,0,3,,0,15,1,1,4,0,41,0,0,0,0,0,1,1,1,0,0,0,
2020-07-18,494,4084,178,52,478,4,96,31,40,5,19,162,11,114,98,31,100,11,587,3,7,83,57,63,165,2,6,328,32,1,105,18,0,0,160,4,0,0,3,,0,15,1,1,4,0,41,0,0,0,0,0,1,1,1,0,0,0,
2020-07-19,494,4095,178,52,478,4,96,31,40,5,20,162,11,114,98,32,100,11,587,3,7,83,57,63,165,2,6,328,32,1,105,18,0,0,160,4,0,0,3,,0,15,1,1,4,0,41,0,0,0,0,0,1,1,1,0,0,0,
2020-07-20,493,4104,179,52,478,4,96,34,40,5,20,162,11,114,99,34,100,13,588,3,7,94,58,71,167,2,6,329,32,1,105,19,0,0,162,5,1,0,3,,0,22,1,1,4,0,42,0,0,0,0,0,1,1,1,0,0,0,
2020-07-21,513,4154,179,53,487,4,96,35,40,7,22,167,12,114,102,34,104,13,589,3,7,95,62,73,168,2,7,333,32,1,105,21,3,0,162,5,1,0,3,,1,22,1,1,4,1,42,0,0,0,0,0,1,1,1,0,0,0,
2020-07-22,521,4213,181,53,505,4,96,35,40,7,22,171,12,114,102,35,104,16,617,3,7,98,63,77,168,2,7,337,32,1,115,21,3,0,164,5,1,0,3,,1,26,1,1,4,2,45,0,0,0,0,0,1,1,1,0,0,0,
2020-07-23,543,4262,182,55,512,4,98,35,40,7,22,173,13,114,102,37,104,18,637,4,7,107,63,79,168,2,8,358,32,1,115,22,4,0,169,5,1,0,3,,1,27,1,1,4,2,45,0,0,0,0,0,1,1,1,0,0,0,
2020-07-24,556,4300,184,56,524,4,103,35,40,8,24,178,13,117,103,37,112,19,637,4,8,110,67,86,168,2,8,372,32,1,123,22,5,0,172,5,1,0,3,,1,27,1,1,4,2,46,1,0,0,0,0,1,1,1,0,0,0,
2020-07-25,562,4351,185,56,533,4,108,35,54,8,24,178,14,117,104,37,112,19,637,4,8,110,67,87,168,2,8,376,32,1,123,22,6,0,180,5,1,0,3,,1,27,1,1,4,2,47,1,0,0,0,0,1,1,1,0,0,0,
2020-07-26,564,4360,185,56,533,4,108,35,54,8,24,178,14,117,104,37,112,19,637,4,8,110,67,90,168,2,8,383,32,1,123,23,6,0,180,5,1,0,3,,1,27,1,1,4,2,47,1,0,0,0,0,1,1,2,0,0,0,
2020-07-27,566,4375,185,56,533,4,114,36,54,8,24,178,15,117,104,37,112,21,671,4,8,118,70,95,172,2,9,384,32,1,123,23,6,0,180,7,1,0,3,,1,29,1,1,6,2,49,1,2,0,0,0,1,1,2,0,0,0,
2020-07-28,581,4426,186,56,547,4,121,36,54,8,31,181,15,118,108,39,120,23,672,4,8,133,71,98,173,3,11,395,32,1,136,24,6,0,187,7,1,0,3,,1,29,1,1,6,2,50,1,2,0,0,0,1,1,2,0,0,0,
2020-07-29,587,4516,188,57,552,4,126,37,61,8,31,181,15,118,109,41,120,28,682,4,8,146,73,103,173,4,12,395,32,1,136,26,6,0,187,7,1,0,4,,1,35,1,1,6,3,51,1,2,0,0,0,1,1,2,0,0,0,0
2020-07-30,604,4552,191,58,558,4,127,37,64,8,32,182,15,118,116,41,120,28,688,4,8,151,74,104,173,4,14,403,32,1,139,26,9,0,199,7,1,0,4,,1,39,1,1,6,4,54,1,2,0,0,0,1,1,2,0,0,0,0
2020-07-31,618,4621,192,59,561,4,133,37,64,8,36,182,15,119,119,41,138,30,695,4,9,168,76,104,178,4,15,409,60,1,140,26,9,0,209,7,1,0,4,,1,50,1,1,6,4,56,1,2,0,0,0,1,1,2,0,0,0,0
2020-08-01,649,4669,192,61,565,4,142,37,70,8,37,189,15,119,121,42,138,30,695,4,9,168,76,110,178,4,15,417,60,1,144,30,9,0,219,7,1,0,4,,1,50,1,1,6,4,56,1,2,0,0,0,1,1,2,0,0,0,0
2020-08-02,651,4692,192,61,565,4,142,37,70,8,39,189,16,119,125,42,138,30,695,4,9,168,76,112,178,4,15,417,60,1,144,30,9,0,219,7,1,0,4,,1,50,1,1,6,4,56,1,2,0,0,0,1,1,2,0,0,0,0
2020-08-03,651,4701,192,61,565,4,145,37,70,8,39,189,17,119,127,42,138,32,737,4,9,180,76,126,189,4,16,418,61,1,144,30,9,0,221,7,1,0,4,,1,50,1,1,6,4,56,1,2,0,0,0,1,1,2,0,0,0,0
2020-08-04,653,4758,193,61,568,4,148,38,70,9,39,192,18,120,131,42,157,32,738,4,9,180,77,135,193,4,16,477,64,1,151,34,9,0,231,8,1,0,4,,1,51,1,1,6,4,56,1,2,0,0,0,1,1,2,0,0,0,0
2020-08-05,665,4825,197,62,578,4,153,38,76,9,42,193,19,120,131,42,157,32,752,4,9,187,79,145,193,4,16,487,67,1,152,34,10,0,233,8,1,0,4,,1,60,1,1,6,4,56,2,2,0,0,0,1,1,2,0,0,0,0
2020-08-06,697,4869,197,63,583,4,155,39,77,9,44,193,20,120,134,42,157,36,770,4,9,192,82,151,196,4,16,490,68,1,152,35,10,2,239,8,1,0,4,,1,62,1,1,6,4,56,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-07,704,4918,204,64,586,4,161,40,77,9,47,193,20,120,136,43,171,39,799,4,9,211,89,161,196,4,16,497,69,1,160,35,10,2,241,8,1,0,4,,1,64,1,1,7,4,56,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-08,720,4967,205,67,593,4,161,40,78,10,47,193,20,120,138,43,171,39,799,6,9,211,89,162,196,4,17,502,69,1,171,35,10,2,243,8,1,0,4,,1,64,1,1,7,4,56,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-09,726,4977,206,67,594,4,161,40,78,10,47,193,21,120,139,44,171,39,799,6,9,211,89,163,196,4,17,546,69,1,171,35,10,2,243,8,1,0,4,,1,64,1,1,7,4,56,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-10,726,4996,206,67,594,4,177,41,78,11,50,193,22,120,139,44,171,39,820,6,10,223,92,169,196,4,17,546,72,1,171,35,10,3,243,8,2,0,4,,1,70,1,1,7,4,56,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-11,734,5057,208,67,602,4,179,41,81,11,51,205,24,122,146,45,191,39,824,6,10,235,93,177,198,4,17,549,73,1,183,37,10,10,243,8,2,0,4,,1,74,1,3,7,5,62,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-12,745,5109,208,67,608,4,186,41,81,11,51,212,26,122,149,45,191,44,853,6,10,239,93,182,205,4,17,555,73,1,183,39,10,10,251,8,2,0,4,,1,74,1,3,7,5,62,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-13,769,5171,209,67,615,4,194,41,81,11,51,216,27,122,151,45,191,46,879,6,10,245,94,187,205,4,18,558,75,1,187,40,10,11,256,12,2,0,4,,1,89,1,3,7,5,64,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-14,789,5214,209,69,622,4,199,41,82,11,51,219,27,126,152,46,203,47,881,6,10,261,95,195,205,4,18,561,77,2,204,41,10,11,256,12,2,0,4,,1,89,1,3,7,5,64,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-15,809,5245,210,69,626,4,199,41,82,11,54,219,28,126,156,46,203,47,881,7,10,261,95,198,205,4,19,568,77,2,204,46,10,11,256,12,2,0,4,,1,89,1,3,7,5,66,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-16,810,5254,210,69,626,4,199,41,82,11,57,221,28,126,157,46,203,47,881,7,10,261,95,198,205,4,19,568,77,2,204,46,10,11,256,12,2,0,4,,1,89,1,3,7,5,66,3,2,0,0,0,1,2,2,0,0,0,0
2020-08-17,810,5273,210,70,626,4,218,41,82,11,57,221,28,126,157,46,203,47,912,7,11,269,96,198,206,4,19,568,80,2,204,46,10,11,256,12,2,0,4,,1,93,1,3,7,5,66,3,2,0,0,1,1,2,2,0,0,0,0
2020-08-18,815,5335,214,70,633,4,219,43,83,13,57,224,28,127,157,46,205,47,913,7,11,280,97,203,206,4,19,616,81,2,216,46,12,11,264,14,2,0,4,,1,95,1,8,7,5,67,3,2,0,0,1,1,2,2,0,0,0,0
2020-08-19,833,5392,217,72,638,4,230,44,83,13,65,228,30,127,158,47,205,47,917,7,11,287,98,212,208,5,19,621,82,2,228,47,13,13,264,14,2,0,4,,1,97,2,8,7,5,68,3,2,0,0,1,1,2,2,0,0,0,0
2020-08-20,833,5446,218,72,644,4,230,44,83,13,70,231,30,127,161,47,205,49,922,7,11,288,101,223,208,7,20,625,84,3,229,49,14,13,265,17,2,0,4,,1,99,2,9,7,5,68,3,2,0,0,1,1,2,2,0,0,0,0
2020-08-21,882,5491,223,72,652,4,234,44,84,13,70,234,30,128,164,47,226,49,927,7,11,294,102,226,210,7,21,629,87,3,238,51,16,14,268,17,2,0,4,,1,99,2,9,7,5,68,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-22,896,5537,225,74,660,4,234,44,85,13,72,234,31,128,168,47,226,49,927,7,11,294,102,228,210,7,21,691,87,3,240,52,16,14,271,17,2,0,4,,2,99,2,11,7,5,68,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-23,897,5545,225,77,660,4,234,44,85,13,72,234,31,128,169,47,226,49,927,7,11,294,102,229,210,7,21,691,87,3,240,52,16,14,271,17,2,0,4,,2,99,2,11,8,5,68,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-24,897,5558,225,77,660,4,246,46,85,13,73,234,31,128,169,47,226,50,972,7,11,297,103,232,216,7,21,692,88,3,240,52,16,14,271,18,2,0,4,,2,106,2,11,8,5,69,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-25,912,5605,234,77,665,4,252,46,94,13,75,240,32,130,171,49,239,51,978,7,11,297,105,237,216,7,21,695,89,5,251,53,16,14,271,18,2,0,5,,2,110,2,11,8,5,72,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-26,918,5663,234,80,668,4,259,46,95,13,75,243,32,130,172,49,239,53,984,7,11,297,107,240,224,7,21,709,90,5,251,53,16,14,282,21,2,0,6,,2,112,2,13,8,6,72,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-27,947,5701,241,82,673,4,265,46,95,13,78,244,32,130,173,51,239,53,997,7,12,305,110,245,229,7,21,715,91,5,256,53,17,14,285,21,2,0,6,,2,114,2,13,10,6,72,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-28,956,5732,246,83,676,4,274,46,94,13,78,247,32,131,173,51,263,54,1007,7,12,307,115,253,232,8,21,716,92,5,273,55,17,14,286,23,2,0,6,,2,115,2,13,10,6,72,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-29,975,5759,246,83,679,4,274,46,94,13,78,247,32,131,173,51,263,54,1007,7,12,307,115,255,232,8,21,716,92,5,286,55,17,14,292,23,2,0,6,,2,115,2,13,10,6,72,3,2,0,0,1,1,3,2,0,0,0,0
2020-08-30,979,5769,245,83,682,4,274,46,95,13,78,258,32,131,175,52,263,54,1007,7,12,307,115,255,232,8,21,716,92,5,286,56,17,14,292,23,2,0,6,,2,115,2,13,10,6,72,3,2,0,0,1,1,4,2,0,0,0,0
2020-08-31,980,5784,245,83,682,4,293,47,95,13,80,257,33,131,175,52,263,54,1019,7,12,328,116,258,233,8,21,716,93,5,286,58,17,14,292,23,2,0,6,,2,117,2,13,10,6,72,3,2,0,0,1,1,4,2,0,0,0,0
2020-09-01,988,5829,249,83,688,4,296,47,96,13,83,257,33,132,179,52,290,55,1026,7,12,330,116,262,234,8,20,716,95,5,292,58,17,15,293,23,2,0,6,,2,118,2,13,10,6,74,3,2,0,0,1,1,4,2,0,0,0,0
2020-09-02,1007,5878,251,84,695,4,304,47,96,13,89,274,34,132,183,52,290,55,1033,7,12,344,116,267,240,8,20,743,97,5,292,58,17,15,295,23,2,0,6,,2,119,2,14,10,6,75,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-03,1018,5932,254,84,700,4,317,47,96,13,93,295,34,132,183,53,290,57,1053,7,12,361,116,273,243,8,20,744,97,5,296,58,17,15,295,23,2,0,6,,2,120,2,14,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-04,1042,5977,255,84,701,4,327,48,96,13,93,296,35,135,186,53,312,58,1067,7,12,368,118,282,243,8,22,744,97,5,296,58,17,15,295,23,2,0,6,,2,120,2,14,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-05,1051,6000,258,86,704,4,327,48,96,13,93,299,35,135,186,53,312,58,1067,7,12,368,118,282,243,9,22,765,97,5,296,58,17,15,295,23,2,0,6,,2,120,2,13,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-06,1053,6005,261,86,707,4,327,48,96,13,93,299,36,135,186,53,312,58,1067,7,12,368,118,289,243,9,22,765,97,5,296,58,17,16,295,23,2,0,6,,2,120,2,13,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-07,1053,6030,261,86,707,4,332,48,96,13,93,300,36,135,187,53,312,58,1067,7,12,368,118,290,243,9,22,765,97,5,296,59,17,15,295,23,2,0,6,,2,120,2,13,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-08,1056,6036,261,86,709,4,334,48,96,13,98,303,36,136,187,53,326,58,1075,7,12,377,123,295,246,10,22,765,97,5,296,62,17,15,295,28,2,0,8,,2,123,2,13,10,6,76,3,2,0,0,1,1,5,2,0,0,0,0
2020-09-09,1065,6090,264,87,721,4,339,48,99,13,98,303,36,136,187,53,326,58,1085,7,12,382,126,299,246,10,22,791,99,5,297,62,18,16,300,28,2,0,7,,2,125,2,13,10,6,76,3,3,0,0,1,1,5,2,0,0,0,0
2020-09-10,1069,6128,264,88,725,4,346,48,99,13,105,303,38,136,188,53,326,58,1094,7,12,383,129,303,246,10,23,796,103,5,307,62,17,16,302,28,2,0,7,,2,126,2,13,10,6,76,3,3,0,0,1,1,6,2,0,0,0,0
2020-09-11,1081,6171,277,89,730,5,350,48,99,13,108,320,38,139,189,53,337,58,1103,7,12,383,129,310,247,10,23,800,105,5,322,64,18,16,307,28,2,0,7,,10,127,2,14,10,6,77,3,3,0,0,1,1,6,2,0,0,0,0
2020-09-12,1093,6197,281,90,734,5,350,48,99,13,108,320,39,139,191,53,337,58,1103,7,12,383,129,310,247,10,23,814,105,5,326,64,17,16,307,28,2,0,7,,10,127,2,14,10,6,77,3,3,0,0,1,1,7,2,0,0,0,0
2020-09-13,1093,6208,284,91,734,5,350,48,99,13,108,332,39,139,192,53,337,58,1103,7,12,383,129,310,247,10,23,832,105,5,332,64,18,16,307,28,2,0,7,,10,127,2,14,10,6,77,3,3,0,0,1,1,7,2,0,0,0,0
2020-09-14,1093,6231,284,91,734,6,356,50,99,13,110,332,39,139,192,53,337,58,1118,7,12,389,135,310,251,10,26,832,106,5,332,64,18,16,307,28,3,0,7,,10,129,2,14,10,6,77,3,3,0,0,1,1,7,2,0,0,0,0
2020-09-15,1105,6273,288,91,742,6,358,52,99,13,110,356,39,142,194,53,348,58,1125,7,12,392,138,317,253,10,26,835,107,5,333,65,18,16,308,31,4,0,7,,13,131,2,14,10,6,77,3,3,0,0,1,1,7,2,0,0,0,0
2020-09-16,1111,6303,294,91,748,6,364,52,106,13,114,356,40,142,197,53,348,58,1136,8,12,399,141,317,255,10,27,838,109,5,340,65,18,16,308,33,4,0,7,,13,131,2,14,10,6,77,3,3,0,0,1,3,7,2,0,0,0,0
2020-09-17,1115,6324,296,91,754,6,371,55,111,13,114,365,41,142,198,53,348,58,1143,8,14,407,142,325,256,10,27,839,109,5,340,65,18,16,309,33,4,0,7,,13,133,2,14,10,6,77,3,4,0,0,1,3,7,2,0,0,0,0
2020-09-18,1123,6330,296,96,757,6,375,55,112,13,114,370,41,142,199,53,355,58,1153,8,14,414,143,329,256,11,27,858,110,6,350,66,18,16,311,35,4,0,7,,14,134,2,14,10,6,77,3,4,0,0,1,4,10,2,0,0,0,0
2020-09-19,1127,6330,297,97,796,6,375,55,112,13,114,374,41,143,199,54,355,58,1153,8,14,414,143,332,256,11,27,908,110,6,354,67,18,16,313,35,4,0,7,,14,134,2,14,10,6,77,3,4,0,0,1,4,10,2,0,0,0,0
2020-09-20,1128,6353,297,99,760,6,375,55,112,13,114,374,41,143,201,54,355,58,1153,8,14,414,143,335,256,11,27,908,110,6,354,67,18,16,313,35,4,0,7,,14,134,2,14,10,6,77,3,4,0,0,1,4,10,2,0,0,0,0
