,Gallatin,Lewis and Clark,Silver Bow,Yellowstone,Missoula,Broadwater,Flathead,Madison,Roosevelt,Cascade,Ravalli,Jefferson,Hill,Lincoln,Meagher,Toole,Lake,Park,Deer Lodge,Liberty,Musselshell,Unknown,Carbon,Glacier,Beaverhead,Richland,Stillwater,Big Horn,Golden Valley,Pondera,Wheatland,Rosebud,Custer,Fergus,Valley,Dawson,Treasure,Granite,Teton,Sheridan,Fallon,Garfield,Sanders,Wibaux,Sweet Grass,Blaine,McCone,Chouteau,Judith Basin,Powder River,Daniels,Powell,Prairie,Phillips,Mineral,Carter,Petroleum
2020-08-01,3,1,0,26,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,1,0,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
2020-08-02,3,1,0,26,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,1,0,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
2020-08-03,3,1,0,27,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,1,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
2020-08-04,3,1,0,27,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,1,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-08-05,3,1,0,27,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,2,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-06,3,1,0,28,1,0,2,1,0,2,1,0,0,2,0,6,1,0,0,0,0,,0,1,0,2,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-07,3,1,0,28,1,0,2,1,0,3,1,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-08,3,1,0,30,1,0,2,1,0,4,1,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-09,3,1,0,30,1,0,2,1,0,4,1,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-10,3,1,0,30,1,0,2,1,0,4,1,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-08-11,3,2,0,30,1,0,2,1,0,4,1,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-12,3,2,0,31,1,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-13,3,2,0,32,1,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-14,3,2,0,32,2,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-15,3,2,0,32,2,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-16,3,2,0,32,2,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-17,3,2,0,32,2,0,3,1,0,4,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-18,3,2,0,32,2,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-19,3,2,0,32,2,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-20,3,2,0,34,2,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-21,3,2,0,34,3,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-22,3,2,0,35,3,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-23,3,2,0,35,3,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-24,3,2,0,36,3,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,1,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-25,3,2,0,41,3,0,3,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-26,3,2,0,41,3,0,4,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-27,3,2,0,41,3,0,4,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,0,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-28,3,2,0,42,3,0,4,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-29,3,2,0,43,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-30,3,2,0,43,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-08-31,3,2,0,43,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,15,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-01,3,2,0,43,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-02,3,3,0,43,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-03,3,3,0,45,3,0,7,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-04,3,3,0,46,3,0,9,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-05,3,3,0,47,3,0,9,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-06,3,3,0,48,3,0,9,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,16,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-07,3,3,0,48,3,0,9,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,17,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-08,3,3,0,49,3,0,9,1,1,5,2,0,2,2,0,6,1,0,0,0,0,,0,1,1,2,2,17,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-09,3,3,0,50,3,0,9,1,1,5,2,0,2,3,1,6,1,0,0,0,0,,0,1,1,2,2,17,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-10,3,3,0,50,3,0,9,1,1,5,2,0,2,3,1,6,1,0,0,0,0,,0,1,1,2,2,17,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-11,4,3,0,50,3,0,13,1,1,5,2,0,2,3,1,6,1,0,0,0,1,,0,1,1,2,2,19,0,0,0,6,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-12,4,3,0,51,3,0,13,1,1,5,2,0,2,3,1,6,1,0,0,0,1,,0,1,1,2,2,19,0,0,0,6,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-13,4,3,0,51,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,19,0,0,0,7,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-14,4,3,0,52,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,7,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-15,4,3,0,54,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,7,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-16,4,3,0,54,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,7,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-17,4,3,0,56,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,7,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-18,4,3,0,56,3,0,13,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,10,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-19,4,3,0,56,3,0,16,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,17,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-20,4,3,0,57,3,0,16,1,1,5,2,0,3,3,1,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,17,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-21,4,3,0,59,3,0,16,1,1,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,17,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-22,4,3,0,61,3,0,16,1,1,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,21,0,0,0,18,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-23,4,3,0,62,3,0,16,1,1,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,0,18,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-09-24,4,3,0,62,3,0,16,1,1,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,0,18,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-25,4,3,0,63,3,0,16,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,18,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-26,4,3,0,63,3,0,17,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,18,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-27,4,3,0,64,3,0,17,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,19,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-28,4,3,0,64,3,0,17,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,23,0,0,1,19,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-29,4,3,0,67,3,0,18,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,19,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-09-30,4,3,0,68,3,0,19,1,5,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,19,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2020-10-01,4,3,0,68,3,0,19,1,4,5,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,22,0,0,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2020-10-02,4,3,0,68,3,0,19,1,7,6,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,23,0,0,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2020-10-03,4,3,0,68,3,0,19,1,7,6,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,23,0,0,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2020-10-04,4,3,0,69,3,0,19,1,7,6,2,0,3,3,2,6,1,0,0,0,1,,0,1,1,2,2,23,0,0,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2020-10-05,4,3,0,69,3,0,19,1,8,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,2,23,0,0,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,4,3,0,69,3,0,19,1,8,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,23,0,1,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,4,3,0,69,4,0,19,1,8,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,23,0,1,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,4,3,0,70,4,0,19,1,8,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,26,0,1,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,4,3,0,73,4,0,23,1,9,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,27,0,1,1,19,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,4,3,0,73,5,0,23,1,10,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,27,0,1,1,19,2,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,4,3,0,73,5,0,23,1,10,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,28,0,1,1,19,2,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,4,3,0,74,5,0,23,1,10,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,28,0,1,1,20,2,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,4,3,0,74,5,0,23,1,10,6,2,0,5,3,2,6,1,0,0,0,1,,0,1,1,2,3,30,0,1,1,20,2,1,2,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,4,3,0,77,5,0,23,1,13,6,2,0,8,3,2,6,1,0,0,0,1,,0,1,1,2,3,30,0,1,1,20,2,1,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,5,3,0,77,5,0,23,1,13,6,4,0,9,3,2,6,1,0,0,0,1,,0,2,1,2,3,30,0,1,1,20,2,1,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,5,3,0,77,7,0,23,1,13,6,4,0,10,3,2,6,1,0,0,0,1,,0,2,1,2,3,32,0,1,1,20,2,1,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,5,3,0,77,7,0,23,1,14,6,4,0,10,3,2,6,1,0,0,0,1,,0,2,1,2,3,32,0,1,1,20,2,2,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0
2020-10-18,5,3,0,77,7,0,23,1,14,6,4,0,10,3,2,6,1,0,0,0,1,,0,2,1,2,3,33,0,1,1,20,2,2,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0
2020-10-19,5,3,0,77,8,0,23,1,14,6,4,0,10,3,2,6,1,0,0,0,1,,0,2,1,2,3,33,0,1,1,20,2,2,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0
2020-10-20,6,3,0,81,8,0,23,1,14,6,4,0,12,3,2,6,1,0,0,0,1,,0,2,1,2,3,34,0,1,2,20,3,2,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0
2020-10-21,6,5,0,82,9,0,23,1,17,6,4,0,16,3,2,6,1,0,1,0,1,,0,10,1,2,3,34,0,1,2,20,3,2,2,1,0,0,0,0,0,0,2,0,2,2,0,0,0,5,1,0,0,0,0,0,0
2020-10-22,6,5,0,82,9,0,23,1,17,6,4,0,16,3,3,6,1,0,1,0,1,,0,10,1,2,3,34,0,1,2,20,3,2,2,3,0,0,0,0,0,0,2,0,2,2,0,0,0,5,1,0,0,0,0,0,0
2020-10-23,6,5,0,83,10,0,23,1,17,6,4,0,16,3,3,6,2,0,1,0,1,,0,10,1,2,3,34,0,1,2,21,3,2,2,3,0,0,0,0,0,0,2,0,2,2,0,0,0,5,1,0,0,0,0,0,0
2020-10-24,6,5,0,83,10,0,26,1,19,6,4,0,19,3,3,6,2,0,1,0,1,,0,10,1,5,3,34,0,1,2,21,3,2,2,3,1,0,0,0,0,0,2,0,2,2,0,0,0,5,1,0,0,0,0,0,0
2020-10-25,6,5,0,85,10,0,26,1,19,6,4,0,19,3,3,6,2,0,1,0,1,,0,10,1,5,3,34,0,1,2,21,3,2,2,3,1,0,0,0,0,0,2,0,2,3,0,0,0,5,1,0,0,0,0,0,0
2020-10-26,6,5,0,85,10,0,26,1,19,6,4,0,19,3,4,6,2,0,1,0,1,,0,10,1,5,3,36,0,1,2,21,3,2,4,4,1,0,0,0,0,0,2,0,2,3,0,0,0,5,1,0,0,0,0,0,0
2020-10-27,6,5,0,86,14,0,26,1,19,6,4,0,19,3,4,6,2,0,1,0,1,,0,10,1,5,3,36,0,1,2,21,3,2,4,4,1,0,0,0,0,0,2,0,2,3,0,0,0,5,1,0,0,0,0,0,0
2020-10-28,6,5,0,87,14,0,26,1,19,13,4,0,19,3,4,6,4,0,1,0,1,,0,13,1,5,3,36,0,1,2,21,3,2,4,4,1,0,0,0,0,0,2,0,2,7,0,0,0,5,1,0,0,0,0,0,0
2020-10-29,7,6,2,88,16,0,27,1,19,13,4,0,20,3,4,6,4,0,1,0,2,,0,13,1,5,3,38,0,1,3,21,3,2,4,4,1,0,0,0,0,0,2,0,2,7,0,0,0,5,1,0,0,0,0,0,0
2020-10-30,8,6,2,92,19,0,27,1,31,15,4,0,20,3,4,6,5,0,1,0,2,,0,16,1,5,3,38,0,1,3,21,3,2,3,4,1,0,0,0,0,0,2,0,2,7,0,0,0,5,3,0,0,0,0,2,0
2020-10-31,9,6,2,94,19,0,27,1,30,15,4,0,20,5,4,6,6,0,1,0,2,,1,16,1,5,3,38,0,1,3,21,3,2,5,4,1,0,1,0,0,0,2,0,2,7,0,0,0,5,3,0,0,0,0,2,0
2020-11-01,9,6,2,94,19,0,27,1,30,15,4,0,20,5,4,6,6,0,1,0,2,,1,16,1,5,3,38,0,1,3,21,3,2,5,4,1,0,1,0,0,0,2,0,2,7,0,0,0,5,3,0,0,1,0,2,0
2020-11-02,9,6,2,96,21,0,27,1,30,16,4,0,20,5,5,8,6,0,1,0,2,,1,16,1,5,3,39,0,1,3,21,3,2,5,4,1,0,1,0,0,0,2,0,2,7,0,0,0,5,3,0,0,1,0,2,0
2020-11-03,9,6,5,96,24,0,27,1,30,16,4,0,20,6,5,8,7,0,3,0,2,,1,16,1,6,3,39,0,1,3,21,5,2,5,4,1,0,1,0,0,0,2,0,2,7,0,0,0,5,3,0,0,1,0,2,0
2020-11-04,9,6,5,96,24,0,27,1,30,16,4,0,20,6,5,8,7,0,5,0,2,,1,16,1,6,3,40,0,1,3,21,5,2,5,4,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,0,0,1,0,2,0
2020-11-05,10,7,5,97,25,0,27,1,30,16,4,0,20,6,5,8,7,0,6,0,2,,1,16,1,6,3,40,0,1,3,21,5,2,5,4,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,0,0,1,0,2,0
2020-11-06,10,7,7,97,27,0,27,1,31,16,4,0,20,6,5,8,7,0,6,1,2,,1,16,2,6,4,40,0,1,3,21,5,2,5,4,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,3,0,2,0
2020-11-07,10,7,10,97,27,0,27,1,31,34,4,0,20,6,5,8,7,0,6,1,2,,1,17,2,6,4,40,0,1,3,21,5,2,5,7,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,3,0,2,0
2020-11-08,10,7,10,97,28,0,27,1,31,41,4,0,20,6,5,8,7,0,8,1,2,,1,17,2,6,4,40,0,1,3,21,5,2,5,7,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-09,13,7,10,97,31,0,27,1,31,41,4,0,21,6,5,8,7,0,8,1,2,,1,17,2,6,4,40,0,1,3,21,5,2,5,7,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-10,13,7,12,97,31,0,27,1,33,41,4,0,21,6,6,8,7,0,8,1,2,,1,17,2,6,4,40,0,1,3,21,5,2,5,7,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-11,14,7,12,98,31,0,27,1,35,41,4,0,21,6,6,8,7,0,9,1,2,,1,17,2,6,4,40,0,1,3,21,6,2,5,7,1,0,1,0,0,0,2,1,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-12,13,7,12,98,33,0,27,1,35,43,4,0,21,6,6,8,7,1,9,1,2,,1,17,2,6,4,40,0,1,3,21,6,2,5,7,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-13,13,7,12,98,36,0,27,1,35,43,4,0,21,6,6,8,7,0,9,1,2,,2,17,2,6,4,41,0,1,3,21,6,2,5,8,1,0,1,0,0,0,2,0,2,8,0,0,0,5,3,1,0,4,0,2,0
2020-11-14,13,9,13,100,36,0,27,2,36,49,5,0,22,6,7,8,8,0,9,1,2,,3,18,2,7,4,45,0,1,3,22,6,2,5,8,1,1,2,0,0,0,2,0,2,13,0,1,0,5,4,1,0,4,1,3,0
2020-11-15,13,9,13,105,36,0,27,2,36,49,5,0,22,6,7,8,8,0,9,1,2,,3,18,2,7,4,46,0,1,3,22,6,2,5,8,1,1,2,0,0,0,2,0,2,13,0,1,0,5,4,1,0,4,1,3,0
2020-11-16,13,9,13,105,37,0,27,2,36,48,5,0,22,6,7,8,8,0,9,1,2,,3,18,3,7,4,47,0,1,3,22,6,2,5,8,1,1,2,0,0,1,2,0,2,13,0,1,0,5,4,1,0,4,1,3,0
2020-11-17,13,9,13,107,37,0,27,2,36,51,9,0,25,6,7,8,8,1,10,1,2,,4,18,3,7,4,47,0,2,3,23,6,2,5,8,1,1,3,0,0,1,2,1,3,14,0,1,0,5,3,1,0,4,1,3,0
2020-11-18,13,9,17,109,39,0,27,2,37,53,9,0,26,6,7,8,10,2,10,1,2,,4,18,3,7,4,48,0,2,3,23,6,2,5,8,1,1,3,0,0,1,2,1,3,17,0,1,0,5,3,1,0,5,1,3,0
2020-11-19,13,9,17,109,40,0,27,2,37,53,9,0,26,6,7,8,10,2,10,1,2,,4,18,3,7,4,48,0,2,3,23,6,2,5,8,1,1,3,0,0,1,2,1,3,17,0,1,0,5,3,1,0,5,1,3,0
2020-11-20,13,9,17,112,40,1,27,2,37,53,9,0,26,6,7,8,10,2,10,1,2,,4,19,3,7,4,48,0,2,3,23,6,2,5,8,1,1,3,0,0,1,2,1,3,17,0,1,0,5,3,2,0,5,1,3,0
2020-11-21,17,10,19,112,40,1,30,2,39,58,10,0,27,10,7,8,11,2,10,1,2,,6,18,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,0,1,2,1,3,17,0,1,0,5,3,2,0,5,0,3,0
2020-11-22,17,10,19,113,40,1,30,2,39,58,10,0,27,10,7,8,11,2,10,1,2,,6,18,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,0,1,2,2,3,17,0,2,0,5,3,2,0,5,0,3,0
2020-11-23,17,11,20,113,41,1,31,2,39,61,10,0,27,10,7,8,11,2,10,1,2,,6,18,3,7,4,50,0,3,3,23,6,2,5,8,1,1,3,2,0,2,2,2,3,17,0,2,0,5,3,2,0,5,0,3,0
