,Anchorage,Fairbanks North Star Borough,Ketchikan Gateway Borough,Kenai Peninsula Borough,Juneau City and Borough,Matanuska-Susitna Borough,Unknown,Yukon-Koyukuk Census Area,Southeast Fairbanks Census Area,Petersburg Borough,Bethel Census Area,Prince of Wales-Hyder Census Area,Nome Census Area,Kodiak Island Borough,Sitka City and Borough,Valdez-Cordova Census Area,Bristol Bay plus Lake and Peninsula,Northwest Arctic Borough,North Slope Borough,Dillingham Census Area,Aleutians West Census Area,Wrangell City and Borough,Aleutians East Borough,Haines Borough,Denali Borough,Kusilvak Census Area,Yakutat plus Hoonah-Angoon,Skagway Municipality
2020-11-05,50,16,0,2,2,3,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,50,16,0,2,2,3,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,50,16,0,2,2,3,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,50,16,0,2,2,3,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,50,16,0,2,2,3,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,55,16,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,57,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,57,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,58,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,59,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,59,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,59,17,0,3,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,60,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,60,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,61,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,61,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,61,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,63,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,63,17,0,4,2,5,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,65,17,0,7,2,6,0,3,1,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-25,65,17,0,7,2,6,0,3,1,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-26,65,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-27,65,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-28,67,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-29,67,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-11-30,67,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-12-01,68,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-12-02,68,17,0,7,3,6,0,3,2,0,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2020-12-03,73,17,0,7,3,6,0,3,2,0,7,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0
2020-12-04,77,17,0,9,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0
2020-12-05,78,17,0,9,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0
2020-12-06,78,17,0,9,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0
2020-12-07,80,17,0,10,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0
2020-12-08,80,17,0,10,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0
2020-12-09,81,17,0,12,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,1,0
2020-12-10,85,18,0,12,3,8,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,1,0
2020-12-11,86,19,0,11,3,10,0,3,2,0,7,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,1,0
2020-12-12,96,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-13,96,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-14,96,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-15,99,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-16,101,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-17,103,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-18,103,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-19,104,19,0,13,3,11,0,4,3,0,8,1,0,1,0,3,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-20,104,19,0,13,3,11,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-21,104,19,0,13,3,11,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-22,112,19,0,13,3,13,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-23,115,19,0,13,3,13,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-24,116,19,0,14,3,13,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-25,116,19,0,14,3,13,0,4,3,0,8,1,0,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0
2020-12-26,116,19,0,14,3,14,0,4,3,0,9,1,0,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2020-12-27,116,19,0,14,3,14,0,4,3,0,9,1,0,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2020-12-28,116,19,0,14,3,14,0,4,3,0,9,1,0,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2020-12-29,117,19,0,14,3,14,0,4,3,0,9,1,0,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2020-12-30,117,19,0,15,3,14,0,4,3,0,9,1,0,2,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2020-12-31,118,19,0,15,3,16,0,4,3,0,9,1,0,2,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2021-01-01,118,19,0,15,3,16,0,4,3,0,9,1,0,2,0,2,0,0,2,1,0,0,0,0,0,2,1,0
2021-01-02,121,20,1,16,3,18,0,4,3,0,9,1,0,2,0,2,0,0,3,1,0,0,0,0,0,2,1,0
2021-01-03,121,20,1,16,3,18,0,4,3,0,9,1,0,2,0,2,0,0,3,1,0,0,0,0,0,2,1,0
2021-01-04,121,20,1,16,3,18,0,4,3,0,11,1,0,2,0,2,0,0,3,1,0,0,0,0,0,2,1,0
2021-01-05,121,20,1,16,3,18,0,4,3,0,11,1,0,2,0,2,0,0,3,1,0,0,0,0,0,2,1,0
2021-01-06,123,20,1,16,3,18,0,4,3,0,11,1,0,2,0,2,0,0,3,1,0,0,0,0,0,2,1,0
2021-01-07,124,20,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-08,124,20,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-09,124,21,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-10,124,21,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-11,124,21,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-12,125,21,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-13,126,21,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-14,127,22,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-15,127,23,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-16,127,23,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-17,127,23,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-18,127,23,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-19,127,24,1,16,3,18,0,4,3,0,12,1,0,2,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-20,137,25,1,18,3,23,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-21,138,25,1,18,3,23,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-22,138,25,1,18,3,23,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-23,139,25,1,18,3,27,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-24,139,25,1,18,3,27,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-25,139,25,1,18,3,27,0,4,3,0,14,1,0,5,0,2,0,0,3,1,0,0,0,0,0,3,1,0
2021-01-26,139,25,1,18,3,27,0,4,3,0,14,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-01-27,139,25,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-01-28,139,26,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-01-29,139,26,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-01-30,139,26,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-01-31,139,26,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-01,139,26,1,18,3,27,0,4,3,0,15,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-02,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-03,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-04,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-05,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-06,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-07,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-08,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-09,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-10,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-11,149,26,2,19,3,29,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-12,150,26,2,19,3,30,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-13,150,26,2,19,3,30,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-14,150,26,2,19,3,30,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-15,150,26,2,19,3,30,0,4,3,0,17,1,0,5,0,2,0,1,3,1,0,0,0,0,0,3,1,0
2021-02-16,150,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,0,0,0,3,1,0
2021-02-17,151,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,0,0,0,3,1,0
2021-02-18,151,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,0,0,0,3,1,0
2021-02-19,151,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-20,151,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-21,151,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-22,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-23,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-24,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-25,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-26,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-27,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-02-28,152,26,2,19,3,33,0,4,3,0,18,1,0,5,0,2,0,1,4,1,0,0,1,0,0,3,1,0
2021-03-01,156,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,1,0,0,3,1,0
2021-03-02,157,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,1,0,0,3,1,0
2021-03-03,157,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-04,157,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-05,158,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-06,158,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-07,158,29,2,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-08,158,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-09,158,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-10,158,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-11,158,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-12,159,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-13,159,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-14,159,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-15,159,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-16,159,29,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-17,159,30,1,19,3,34,0,4,3,0,19,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-18,160,31,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-19,160,31,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-20,160,31,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-21,160,31,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-22,160,31,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-23,161,32,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-24,161,32,1,19,3,34,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-25,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-26,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-27,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-28,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-29,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-30,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-03-31,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-01,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-02,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-03,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-04,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-05,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-06,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-07,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-08,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-09,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-10,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-11,161,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-12,162,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-13,162,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-14,162,32,1,19,3,35,0,4,3,0,20,1,0,5,0,2,0,2,4,1,0,0,2,0,0,3,1,0
2021-04-15,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-16,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-17,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-18,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-19,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-20,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-21,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-22,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-23,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-24,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-25,169,36,1,19,3,38,0,4,4,0,20,1,0,5,0,2,0,2,4,2,0,0,2,0,0,4,2,0
2021-04-26,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-04-27,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-04-28,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-04-29,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-04-30,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-01,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-02,171,37,1,19,3,45,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-03,171,37,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-04,171,37,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-05,171,37,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-06,171,38,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-07,171,38,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-08,171,38,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-09,171,38,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-10,171,38,1,19,3,46,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-11,171,39,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-12,171,41,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-13,171,41,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-14,171,41,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-15,171,41,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-16,171,41,1,19,3,47,0,4,4,0,21,1,0,5,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-17,173,43,1,19,3,52,0,4,4,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-18,174,43,1,19,3,54,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-19,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-20,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-21,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-22,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-23,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-24,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-25,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-26,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-27,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-28,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-29,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-30,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-05-31,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-01,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-02,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-03,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-04,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-05,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-06,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-07,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-08,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
2021-06-09,174,43,1,19,3,55,0,4,5,0,22,1,0,6,0,2,0,2,4,2,0,0,3,0,0,4,2,0
