,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2021-04-22,27637,97521,94219,16318,51139,43784,6098,42477,4112,13222,4485,9645,23591,6624,5380,19799,9252,14291,18569,8657,15240,14701,6765,7777,8528,13286,7257,3586,4451,4955,5749,11227,6216,3061,2107,5105,6430,1088,6038,3110,6400,1057,3093,2765,1784,3528,4325,10913,2990,6458,5841,1568,3564,1634,1897,3590,1361,1968,2753,2103,6502,3472,2345,2467,2493,1872,4044,6845,2686,3131,2785,4506,2387,3964,5837,4139,5526,2945,1757,1099,2600,2811,3151,1672,1309,2009,1313,3749,1577,1695,838,1003,4318,2020,757,561
2021-04-23,27663,97647,94416,16362,51221,43850,6106,42545,4114,13239,4500,9668,23628,6635,5385,19847,9262,14312,18598,8674,15249,14739,6781,7785,8535,13294,7267,3587,4456,4956,5763,11233,6216,3068,2111,5110,6448,1088,6044,3110,6410,1058,3104,2768,1785,3534,4328,10948,2994,6467,5866,1568,3570,1640,1898,3593,1367,1975,2755,2104,6515,3479,2346,2471,2493,1878,4047,6862,2686,3131,2786,4508,2392,3967,5844,4138,5528,2946,1763,1099,2604,2816,3156,1679,1311,2017,1313,3754,1577,1695,840,1003,4319,2020,757,566
2021-04-24,27663,97647,94584,16362,51221,43880,6106,42545,4114,13239,4500,9668,23628,6635,5385,19847,9122,14312,18598,8674,15249,14739,6781,7785,8535,13294,7267,3587,4456,4956,5763,11233,6216,3068,2111,5110,6448,1088,6044,3110,6410,1058,3104,2768,1785,3534,4328,10948,2994,6467,5866,1568,3570,1640,1898,3593,1367,1975,2755,2104,6515,3479,2346,2471,2493,1878,4047,6862,2686,3131,2786,4508,2392,3967,5844,4138,5528,2946,1763,1099,2604,2816,3156,1679,1311,2017,1313,3754,1577,1695,840,1003,4319,2020,757,566
2021-04-25,27663,97647,94703,16362,51221,43920,6106,42545,4114,13239,4500,9668,23628,6635,5385,19847,9027,14312,18598,8674,15249,14739,6781,7785,8535,13294,7267,3587,4456,4956,5763,11233,6216,3068,2111,5110,6448,1088,6044,3110,6410,1058,3104,2768,1785,3534,4328,10948,2994,6467,5866,1568,3570,1640,1898,3593,1367,1975,2755,2104,6515,3479,2346,2471,2493,1878,4047,6862,2686,3131,2786,4508,2392,3967,5844,4138,5528,2946,1763,1099,2604,2816,3156,1679,1311,2017,1313,3754,1577,1695,840,1003,4319,2020,757,566
2021-04-26,27730,97870,94856,16425,51346,43956,6122,42631,4118,13264,4508,9692,23692,6654,5390,19947,9167,14364,18631,8690,15292,14811,6787,7802,8553,13324,7269,3596,4466,4959,5775,11258,6224,3073,2113,5117,6460,1088,6052,3112,6431,1060,3118,2776,1785,3539,4335,10950,2997,6477,5887,1570,3586,1643,1901,3594,1371,1982,2758,2112,6541,3489,2353,2472,2495,1883,4052,6873,2689,3137,2790,4512,2396,3968,5854,4146,5533,2945,1771,1100,2607,2819,3159,1681,1314,2027,1315,3759,1578,1697,841,1004,4326,2022,757,567
2021-04-27,27756,97922,94974,16475,51385,44006,6129,42701,4119,13271,4514,9700,23754,6660,5393,19973,9235,14390,18663,8698,15319,14840,6790,7807,8560,13347,7275,3595,4472,4968,5784,11275,6229,3079,2116,5121,6468,1088,6054,3114,6444,1060,3132,2776,1786,3542,4336,10992,2996,6484,5901,1574,3595,1644,1904,3602,1373,1992,2760,2113,6550,3492,2363,2472,2495,1884,4058,6874,2692,3142,2794,4516,2402,3969,5867,4150,5534,2944,1772,1100,2608,2823,3168,1682,1315,2029,1316,3762,1578,1699,842,1005,4327,2022,759,569
2021-04-28,27807,97922,95087,16506,51453,44066,6139,42746,4124,13288,4518,9712,23790,6665,5401,20018,9270,14425,18684,8718,15341,14868,6799,7814,8568,13365,7282,3596,4474,4973,5797,11289,6233,3095,2120,5127,6478,1088,6067,3116,6445,1060,3147,2780,1786,3552,4341,11062,2998,6486,5927,1573,3596,1650,1905,3605,1374,1998,2760,2117,6562,3493,2365,2479,2495,1885,4065,6879,2694,3147,2796,4520,2405,3972,5868,4152,5534,2945,1776,1100,2612,2828,3169,1684,1315,2040,1318,3763,1579,1700,842,1007,4329,2022,759,570
2021-04-29,27833,98121,95262,16566,51526,44126,6150,42776,4132,13295,4523,9714,23814,6678,5404,20049,9293,14459,18693,8724,15362,14899,6811,7822,8573,13377,7294,3598,4479,5000,5803,11310,6242,3099,2128,5131,6488,1088,6076,3119,6456,1061,3160,2780,1788,3554,4341,11078,2998,6491,5949,1577,3601,1654,1908,3606,1377,2009,2763,2118,6572,3500,2376,2482,2496,1889,4074,6886,2695,3156,2803,4526,2407,3975,5875,4159,5538,2946,1777,1100,2612,2830,3170,1686,1315,2050,1318,3768,1580,1701,843,1008,4329,2021,759,577
2021-04-30,27845,98183,95449,16604,51573,44183,6155,42810,4140,13304,4527,9724,23831,6683,5408,20074,9280,14471,18700,8729,15388,14920,6819,7827,8585,13406,7297,3604,4479,5017,5808,11321,6249,3103,2135,5133,6503,1089,6087,3120,6466,1061,3165,2787,1788,3564,4343,11097,2999,6495,5973,1579,3609,1652,1911,3610,1379,2013,2766,2119,6580,3505,2382,2484,2498,1895,4076,6888,2703,3165,2802,4527,2408,3980,5877,4166,5539,2948,1783,1101,2616,2831,3174,1690,1315,2053,1317,3777,1579,1701,844,1008,4335,2026,759,582
2021-05-01,27845,98183,95598,16604,51573,44226,6155,42810,4140,13304,4527,9724,23831,6683,5408,20074,9141,14471,18700,8729,15388,14920,6819,7827,8585,13406,7297,3604,4479,5017,5808,11321,6249,3103,2135,5133,6503,1089,6087,3120,6466,1061,3165,2787,1788,3564,4343,11097,2999,6495,5973,1579,3609,1652,1911,3610,1379,2013,2766,2119,6580,3505,2382,2484,2498,1895,4076,6888,2703,3165,2802,4527,2408,3980,5877,4166,5539,2948,1783,1101,2616,2831,3174,1690,1315,2053,1317,3777,1579,1701,844,1008,4335,2026,759,582
2021-05-02,27845,98183,95747,16604,51573,44237,6155,42810,4140,13304,4527,9724,23831,6683,5408,20074,9010,14471,18700,8729,15388,14920,6819,7827,8585,13406,7297,3604,4479,5017,5808,11321,6249,3103,2135,5133,6503,1089,6087,3120,6466,1061,3165,2787,1788,3564,4343,11097,2999,6495,5973,1579,3609,1652,1911,3610,1379,2013,2766,2119,6580,3505,2382,2484,2498,1895,4076,6888,2703,3165,2802,4527,2408,3980,5877,4166,5539,2948,1783,1101,2616,2831,3174,1690,1315,2053,1317,3777,1579,1701,844,1008,4335,2026,759,582
2021-05-03,27914,98378,95747,16691,51714,44272,6167,42925,4143,13328,4537,9737,23910,6704,5413,20110,9298,14500,18730,8746,15434,14970,6824,7838,8592,13441,7314,3611,4487,5033,5814,11339,6265,3112,2139,5138,6513,1091,6101,3120,6488,1061,3168,2788,1789,3569,4355,11104,3004,6497,6000,1581,3622,1656,1916,3613,1382,2020,2770,2123,6591,3511,2386,2490,2499,1904,4096,6892,2706,3172,2810,4532,2410,3991,5890,4180,5540,2957,1786,1101,2618,2836,3176,1692,1317,2057,1322,3781,1583,1701,845,1009,4337,2028,759,588
2021-05-04,27935,98409,95944,16691,51741,44306,6177,42950,4151,13341,4541,9737,23921,6704,5416,20138,9216,14535,18742,8750,15441,14983,6827,7840,8597,13450,7317,3612,4486,5035,5820,11342,6267,3114,2138,5138,6514,1091,6103,3122,6489,1062,3172,2792,1789,3569,4345,11132,3006,6500,6005,1581,3624,1657,1917,3615,1383,2022,2771,2130,6595,3510,2388,2491,2499,1904,4101,6894,2705,3174,2810,4533,2409,3992,5901,4178,5541,2959,1787,1101,2619,2835,3174,1694,1319,2062,1322,3784,1584,1702,846,1010,4340,2028,759,588
2021-05-05,27959,98420,96050,16720,51764,44383,6186,42989,4152,13360,4546,9745,23951,6711,5417,20166,9294,14554,18764,8751,15468,14995,6831,7844,8596,13471,7328,3615,4491,5040,5823,11357,6272,3117,2140,5140,6520,1093,6114,3125,6499,1063,3178,2794,1790,3568,4346,11151,3006,6503,6011,1581,3626,1657,1918,3617,1388,2025,2773,2132,6603,3513,2391,2493,2499,1906,4108,6894,2706,3176,2811,4536,2410,3995,5908,4182,5544,2958,1789,1101,2621,2835,3177,1695,1319,2066,1323,3784,1585,1702,846,1010,4341,2032,759,588
2021-05-06,27986,98467,96221,16760,51813,44429,6198,43026,4154,13377,4547,9755,23978,6726,5423,20232,9290,14582,18779,8758,15486,15010,6835,7864,8604,13493,7349,3614,4496,5061,5837,11376,6281,3116,2143,5146,6524,1093,6124,3125,6506,1066,3177,2795,1792,3571,4352,11164,3008,6502,6050,1581,3632,1659,1920,3617,1388,2034,2774,2140,6628,3518,2408,2497,2500,1905,4125,6903,2711,3179,2816,4538,2413,3995,5930,4186,5548,2961,1795,1101,2625,2838,3185,1697,1319,2076,1324,3788,1586,1703,846,1010,4343,2034,759,589
2021-05-07,28015,98513,96376,16794,51857,44468,6211,43046,4154,13391,4553,9756,24012,6734,5425,20255,9283,14597,18804,8760,15490,15032,6840,7877,8610,13499,7359,3616,4500,5068,5840,11396,6282,3123,2143,5150,6526,1093,6130,3123,6508,1066,3182,2796,1793,3571,4357,11168,3011,6506,6077,1581,3641,1665,1920,3619,1391,2035,2778,2142,6634,3526,2407,2501,2501,1907,4128,6905,2711,3185,2820,4541,2415,3996,5938,4190,5548,2963,1799,1101,2628,2840,3189,1698,1320,2078,1325,3789,1586,1703,847,1011,4348,2032,760,589
2021-05-08,28015,98513,96512,16794,51857,44501,6211,43046,4154,13391,4553,9756,24012,6734,5425,20255,9171,14597,18804,8760,15490,15032,6840,7877,8610,13499,7359,3616,4500,5068,5840,11396,6282,3123,2143,5150,6526,1093,6130,3123,6508,1066,3182,2796,1793,3571,4357,11168,3011,6506,6077,1581,3641,1665,1920,3619,1391,2035,2778,2142,6634,3526,2407,2501,2501,1907,4128,6905,2711,3185,2820,4541,2415,3996,5938,4190,5548,2963,1799,1101,2628,2840,3189,1698,1320,2078,1325,3789,1586,1703,847,1011,4348,2032,760,589
2021-05-09,28015,98513,96512,16794,51857,44538,6211,43046,4154,13391,4553,9756,24012,6734,5425,20255,9171,14597,18804,8760,15490,15032,6840,7877,8610,13499,7359,3616,4500,5068,5840,11396,6282,3123,2143,5150,6526,1093,6130,3123,6508,1066,3182,2796,1793,3571,4357,11168,3011,6506,6077,1581,3641,1665,1920,3619,1391,2035,2778,2142,6634,3526,2407,2501,2501,1907,4128,6905,2711,3185,2820,4541,2415,3996,5938,4190,5548,2963,1799,1101,2628,2840,3189,1698,1320,2078,1325,3789,1586,1703,847,1011,4348,2032,760,589
2021-05-10,28040,98606,96512,16846,51958,44583,6222,43100,4157,13408,4558,9768,24052,6748,5429,20315,9454,14623,18838,8768,15513,15062,6841,7889,8616,13517,7371,3622,4511,5090,5855,11398,6302,3136,2148,5154,6533,1095,6140,3128,6518,1067,3181,2803,1793,3578,4366,11185,3016,6512,6110,1582,3660,1667,1923,3622,1390,2042,2779,2146,6639,3529,2409,2502,2502,1907,4147,6911,2714,3193,2825,4541,2423,3999,5953,4199,5546,2962,1803,1103,2630,2844,3196,1702,1323,2082,1325,3795,1589,1704,848,1012,4353,2032,760,591
2021-05-11,28063,98620,96863,16864,51966,44618,6226,43118,4168,13421,4562,9776,24069,6749,5430,20337,9292,14644,18843,8769,15514,15073,6845,7899,8620,13522,7382,3626,4518,5098,5858,11410,6305,3136,2149,5157,6531,1095,6146,3129,6522,1068,3186,2805,1793,3582,4366,11196,3020,6513,6117,1582,3665,1666,1924,3624,1390,2042,2781,2147,6642,3527,2413,2503,2502,1907,4150,6914,2712,3197,2827,4545,2423,4004,5963,4201,5548,2965,1805,1103,2633,2844,3196,1707,1323,2081,1325,3795,1590,1704,852,1012,4353,2032,760,591
2021-05-12,28089,98672,96952,16893,51980,44677,6236,43157,4171,13433,4567,9779,24100,6755,5435,20361,9371,14656,18887,8779,15531,15094,6850,7910,8627,13527,7387,3628,4517,5101,5863,11414,6309,3144,2152,5160,6531,1095,6154,3127,6528,1070,3188,2805,1793,3586,4365,11196,3022,6518,6129,1582,3667,1670,1923,3627,1390,2043,2784,2153,6650,3527,2415,2508,2505,1912,4156,6919,2712,3196,2831,4547,2423,4006,5975,4201,5548,2967,1809,1102,2635,2846,3197,1710,1323,2083,1327,3796,1591,1703,853,1014,4358,2033,760,591
2021-05-13,28104,98732,97095,16916,52019,44708,6242,43174,4175,13441,4573,9785,24122,6762,5440,20392,9412,14681,18902,8792,15551,15096,6850,7924,8631,13535,7388,3632,4522,5116,5870,11435,6317,3149,2154,5163,6535,1097,6158,3128,6534,1071,3189,2806,1795,3588,4367,11245,3024,6521,6155,1583,3677,1670,1926,3630,1390,2045,2787,2156,6660,3528,2417,2512,2505,1916,4156,6922,2715,3202,2840,4548,2426,4009,5981,4202,5550,2968,1811,1103,2635,2847,3202,1716,1323,2085,1328,3802,1592,1706,853,1014,4357,2035,759,593
2021-05-14,28116,98771,97254,16952,52047,44733,6244,43212,4174,13451,4578,9793,24135,6769,5440,20402,9359,14691,18907,8795,15559,15100,6854,7928,8632,13545,7397,3634,4524,5118,5875,11437,6318,3152,2154,5164,6542,1097,6164,3128,6541,1072,3188,2807,1795,3589,4371,11281,3025,6522,6161,1584,3681,1673,1928,3631,1391,2045,2785,2158,6662,3537,2419,2513,2506,1922,4163,6922,2715,3206,2842,4550,2430,4010,5984,4206,5555,2970,1815,1103,2635,2847,3202,1718,1323,2087,1330,3807,1593,1705,855,1017,4357,2035,759,593
2021-05-15,28116,98771,97393,16952,52047,44774,6244,43212,4174,13451,4578,9793,24135,6769,5440,20402,9242,14691,18907,8795,15559,15100,6854,7928,8632,13545,7397,3634,4524,5118,5875,11437,6318,3152,2154,5164,6542,1097,6164,3128,6541,1072,3188,2807,1795,3589,4371,11281,3025,6522,6161,1584,3681,1673,1928,3631,1391,2045,2785,2158,6662,3537,2419,2513,2506,1922,4163,6922,2715,3206,2842,4550,2430,4010,5984,4206,5555,2970,1815,1103,2635,2847,3202,1718,1323,2087,1330,3807,1593,1705,855,1017,4357,2035,759,593
2021-05-16,28116,98771,97530,16952,52047,44787,6244,43212,4174,13451,4578,9793,24135,6769,5440,20402,9129,14691,18907,8795,15559,15100,6854,7928,8632,13545,7397,3634,4524,5118,5875,11437,6318,3152,2154,5164,6542,1097,6164,3128,6541,1072,3188,2807,1795,3589,4371,11281,3025,6522,6161,1584,3681,1673,1928,3631,1391,2045,2785,2158,6662,3537,2419,2513,2506,1922,4163,6922,2715,3206,2842,4550,2430,4010,5984,4206,5555,2970,1815,1103,2635,2847,3202,1718,1323,2087,1330,3807,1593,1705,855,1017,4357,2035,759,593
2021-05-17,28148,98921,97613,16994,52125,44814,6249,43278,4178,13464,4584,9810,24170,6775,5445,20475,9280,14713,18929,8810,15582,15123,6856,7936,8633,13566,7403,3636,4526,5126,5887,11444,6327,3160,2155,5165,6559,1099,6171,3131,6559,1073,3189,2807,1794,3585,4371,11292,3025,6528,6188,1586,3689,1676,1928,3631,1393,2044,2789,2163,6671,3543,2422,2519,2506,1928,4169,6925,2715,3209,2844,4555,2434,4014,5991,4207,5564,2969,1824,1103,2639,2851,3210,1717,1325,2097,1334,3811,1592,1705,855,1018,4363,2036,758,595
2021-05-18,28163,98937,97675,17023,52147,44845,6253,43295,4181,13467,4594,9813,24188,6783,5446,20550,9278,14727,18940,8812,15584,15130,6858,7939,8635,13577,7406,3637,4527,5127,5890,11448,6331,3163,2157,5166,6565,1099,6175,3131,6565,1073,3190,2809,1794,3586,4371,11312,3024,6537,6195,1586,3694,1680,1928,3632,1394,2046,2789,2164,6672,3544,2424,2520,2507,1930,4172,6927,2715,3212,2849,4555,2435,4013,5997,4209,5562,2969,1829,1104,2641,2853,3211,1725,1325,2097,1336,3812,1593,1705,855,1018,4371,2038,758,596
2021-05-19,28179,98989,97761,17034,52157,44879,6256,43309,4182,13472,4595,9817,24207,6785,5447,20564,9290,14736,18949,8814,15599,15145,6861,7944,8640,13585,7414,3642,4530,5129,5895,11448,6331,3167,2158,5164,6567,1099,6178,3135,6567,1073,3193,2810,1794,3588,4372,11295,3026,6538,6207,1586,3697,1682,1929,3632,1396,2047,2788,2168,6682,3543,2427,2523,2507,1930,4173,6933,2715,3217,2850,4562,2436,4015,6000,4207,5560,2968,1830,1104,2642,2853,3214,1725,1326,2097,1344,3817,1593,1707,855,1018,4371,2038,758,598
2021-05-20,28194,99033,97870,17066,52182,44907,6267,43341,4184,13471,4596,9824,24226,6795,5450,20587,9292,14744,18958,8815,15599,15161,6868,7952,8637,13586,7423,3646,4532,5131,5899,11449,6337,3169,2160,5166,6567,1100,6188,3137,6570,1073,3195,2813,1795,3588,4372,11307,3028,6541,6223,1587,3699,1682,1931,3635,1400,2047,2789,2170,6685,3542,2427,2521,2507,1932,4176,6936,2714,3221,2852,4564,2436,4020,6005,4208,5555,2969,1832,1104,2645,2853,3217,1725,1325,2100,1346,3817,1594,1708,856,1019,4374,2039,758,598
2021-05-21,28204,99058,97969,17084,52146,44951,6272,43358,4186,13482,4597,9824,24233,6800,5453,20613,9381,14753,18967,8817,15600,15166,6878,7951,8638,13590,7427,3648,4534,5134,5902,11458,6342,3170,2163,5166,6578,1100,6203,3140,6568,1073,3194,2815,1795,3588,4371,11323,3029,6543,6225,1589,3703,1682,1931,3637,1400,2050,2788,2172,6686,3543,2429,2523,2508,1935,4180,6936,2714,3223,2852,4570,2437,4021,6006,4210,5551,2970,1835,1104,2646,2854,3219,1727,1325,2100,1346,3818,1596,1709,856,1018,4375,2039,761,599
2021-05-22,28204,99058,97969,17084,52146,44951,6272,43358,4186,13482,4597,9824,24233,6800,5453,20613,9381,14753,18967,8817,15600,15166,6878,7951,8638,13590,7427,3648,4534,5134,5902,11458,6342,3170,2163,5166,6578,1100,6203,3140,6568,1073,3194,2815,1795,3588,4371,11323,3029,6543,6225,1589,3703,1682,1931,3637,1400,2050,2788,2172,6686,3543,2429,2523,2508,1935,4180,6936,2714,3223,2852,4570,2437,4021,6006,4210,5551,2970,1835,1104,2646,2854,3219,1727,1325,2100,1346,3818,1596,1709,856,1018,4375,2039,761,599
2021-05-23,28204,99058,98068,17084,52146,44951,6272,43358,4186,13482,4597,9824,24233,6800,5453,20613,9298,14753,18967,8817,15600,15166,6878,7951,8638,13590,7427,3648,4534,5134,5902,11458,6342,3170,2163,5166,6578,1100,6203,3140,6568,1073,3194,2815,1795,3588,4371,11323,3029,6543,6225,1589,3703,1682,1931,3637,1400,2050,2788,2172,6686,3543,2429,2523,2508,1935,4180,6936,2714,3223,2852,4570,2437,4021,6006,4210,5551,2970,1835,1104,2646,2854,3219,1727,1325,2100,1346,3818,1596,1709,856,1018,4375,2039,761,599
2021-05-24,28225,99166,98298,17111,52016,45004,6275,43401,4193,13480,4600,9830,24257,6811,5452,20646,9399,14764,18982,8822,15609,15176,6884,7954,8636,13593,7441,3645,4534,5144,5911,11463,6343,3181,2169,5170,6595,1102,6214,3145,6572,1073,3192,2816,1794,3589,4372,11332,3030,6545,6232,1589,3705,1682,1933,3639,1400,2051,2787,2178,6691,3550,2431,2524,2509,1935,4187,6934,2716,3226,2856,4574,2440,4020,6012,4211,5550,2975,1845,1104,2651,2860,3225,1731,1327,2102,1353,3819,1601,1710,858,1019,4374,2041,764,601
2021-05-25,28228,99176,98368,17127,52030,45044,6278,43406,4197,13477,4605,9832,24271,6810,5455,20659,9475,14767,18991,8821,15608,15182,6889,7955,8637,13596,7440,3646,4537,5145,5911,11467,6345,3183,2170,5171,6604,1102,6215,3146,6575,1073,3194,2816,1793,3588,4373,11344,3032,6545,6249,1589,3707,1682,1933,3639,1401,2050,2789,2178,6693,3550,2433,2524,2509,1941,4189,6939,2715,3229,2855,4578,2440,4022,6018,4211,5552,2975,1851,1104,2653,2863,3225,1736,1326,2103,1354,3821,1601,1710,858,1019,4374,2039,763,602
2021-05-26,28240,99209,98465,17139,52004,45071,6281,43422,4200,13486,4604,9834,24290,6812,5458,20666,9563,14774,18999,8823,15617,15187,6895,7961,8642,13593,7443,3654,4539,5153,5914,11472,6346,3185,2170,5172,6609,1103,6217,3148,6579,1073,3196,2817,1793,3588,4373,11337,3032,6547,6265,1589,3708,1683,1935,3639,1400,2051,2790,2178,6695,3550,2434,2524,2509,1940,4190,6944,2715,3232,2857,4580,2440,4026,6022,4211,5553,2976,1851,1104,2653,2863,3231,1736,1326,2104,1358,3823,1601,1711,858,1020,4374,2039,763,602
2021-05-27,28253,99242,98542,17156,52028,45099,6280,43441,4200,13486,4605,9834,24305,6816,5456,20674,9548,14781,19006,8830,15620,15195,6900,7963,8638,13604,7445,3653,4540,5156,5918,11472,6346,3186,2171,5174,6611,1106,6217,3150,6582,1073,3198,2819,1793,3589,4373,11355,3033,6546,6274,1590,3706,1681,1935,3641,1400,2050,2791,2180,6695,3549,2438,2524,2510,1940,4190,6947,2715,3238,2856,4584,2441,4025,6026,4218,5554,2976,1852,1103,2652,2864,3232,1737,1326,2105,1356,3826,1604,1711,858,1019,4377,2041,763,602
2021-05-28,28253,99258,98542,17164,52029,45116,6281,43448,4198,13489,4606,9835,24305,6817,5457,20689,9696,14787,19010,8822,15617,15192,6903,7966,8636,13604,7443,3655,4538,5157,5920,11475,6345,3190,2172,5174,6612,1106,6222,3150,6585,1072,3197,2820,1792,3592,4374,11369,3032,6546,6277,1590,3707,1679,1936,3642,1400,2049,2790,2185,6695,3548,2438,2524,2510,1944,4190,6951,2715,3239,2855,4584,2441,4028,6027,4219,5554,2976,1858,1102,2653,2864,3232,1738,1328,2107,1356,3827,1603,1711,858,1019,4378,2043,763,602
2021-05-29,28253,99258,98677,17164,52029,45116,6281,43448,4198,13489,4606,9835,24305,6817,5457,20689,9571,14787,19010,8822,15617,15192,6903,7966,8636,13604,7443,3655,4538,5157,5920,11475,6345,3190,2172,5174,6612,1106,6222,3150,6585,1072,3197,2820,1792,3592,4374,11369,3032,6546,6277,1590,3707,1679,1936,3642,1400,2049,2790,2185,6695,3548,2438,2524,2510,1944,4190,6951,2715,3239,2855,4584,2441,4028,6027,4219,5554,2976,1858,1102,2653,2864,3232,1738,1328,2107,1356,3827,1603,1711,858,1019,4378,2043,763,602
2021-05-30,28253,99258,98719,17164,52029,45116,6281,43448,4198,13489,4606,9835,24305,6817,5457,20689,9536,14787,19010,8822,15617,15192,6903,7966,8636,13604,7443,3655,4538,5157,5920,11475,6345,3190,2172,5174,6612,1106,6222,3150,6585,1072,3197,2820,1792,3592,4374,11369,3032,6546,6277,1590,3707,1679,1936,3642,1400,2049,2790,2185,6695,3548,2438,2524,2510,1944,4190,6951,2715,3239,2855,4584,2441,4028,6027,4219,5554,2976,1858,1102,2653,2864,3232,1738,1328,2107,1356,3827,1603,1711,858,1019,4378,2043,763,602
2021-05-31,28253,99258,98757,17164,52029,45116,6281,43448,4198,13489,4606,9835,24305,6817,5457,20689,9508,14787,19010,8822,15617,15192,6903,7966,8636,13604,7443,3655,4538,5157,5920,11475,6345,3190,2172,5174,6612,1106,6222,3150,6585,1072,3197,2820,1792,3592,4374,11369,3032,6546,6277,1590,3707,1679,1936,3642,1400,2049,2790,2185,6695,3548,2438,2524,2510,1944,4190,6951,2715,3239,2855,4584,2441,4028,6027,4219,5554,2976,1858,1102,2653,2864,3232,1738,1328,2107,1356,3827,1603,1711,858,1019,4378,2043,763,602
2021-06-01,28288,99318,98779,17179,52029,45170,6281,43484,4201,13496,4607,9842,24310,6824,5456,20724,9550,14805,19024,8838,15634,15199,6908,7976,8639,13600,7440,3659,4538,5158,5926,11475,6349,3191,2172,5177,6613,1108,6218,3151,6594,1070,3200,2824,1795,3598,4370,11374,3033,6550,6279,1590,3703,1682,1936,3645,1408,2051,2788,2191,6699,3546,2438,2524,2511,1949,4195,6952,2713,3247,2855,4589,2442,4024,6024,4220,5557,2976,1865,1102,2653,2863,3237,1742,1330,2106,1356,3836,1602,1712,860,1019,4380,2044,764,603
2021-06-02,28294,99350,98829,17196,52066,45197,6281,43497,4202,13497,4607,9842,24312,6823,5457,20732,9567,14816,19046,8836,15632,15205,6910,7978,8639,13603,7439,3659,4538,5158,5926,11480,6348,3192,2172,5177,6616,1108,6220,3153,6594,1069,3202,2826,1795,3599,4369,11393,3033,6550,6283,1591,3707,1682,1936,3645,1408,2050,2792,2190,6702,3549,2439,2525,2511,1951,4194,6953,2711,3248,2856,4589,2442,4027,6035,4222,5555,2975,1868,1102,2653,2864,3238,1742,1331,2107,1356,3840,1602,1714,860,1018,4380,2042,763,603
2021-06-03,28299,99392,98829,17208,52066,45206,6283,43507,4203,13503,4607,9844,24318,6828,5459,20744,9655,14816,19051,8830,15628,15211,6908,7982,8632,13606,7442,3660,4540,5159,5930,11484,6347,3191,2173,5178,6617,1109,6220,3153,6597,1069,3200,2826,1797,3601,4369,11407,3034,6550,6294,1590,3707,1682,1937,3646,1408,2050,2796,2190,6706,3548,2439,2525,2511,1948,4195,6955,2711,3250,2855,4590,2442,4028,6039,4223,5556,2975,1871,1102,2654,2865,3238,1742,1331,2109,1358,3840,1602,1716,860,1019,4383,2042,763,603
2021-06-04,28305,99417,98888,17213,52066,45222,6280,43519,4201,13501,4607,9844,24324,6832,5459,20753,9674,14818,19053,8832,15633,15219,6908,7984,8635,13608,7442,3659,4540,5163,5938,11493,6343,3190,2173,5179,6619,1109,6219,3154,6597,1068,3201,2827,1797,3601,4368,11429,3034,6550,6297,1588,3709,1684,1937,3646,1409,2052,2797,2192,6710,3548,2438,2524,2513,1949,4195,6955,2712,3254,2855,4592,2442,4027,6042,4224,5554,2974,1874,1102,2655,2866,3237,1742,1333,2108,1359,3840,1602,1716,860,1019,4382,2042,763,603
2021-06-05,28305,99417,98942,17213,52066,45222,6280,43519,4201,13501,4607,9844,24324,6832,5459,20753,9610,14818,19053,8832,15633,15219,6908,7984,8635,13608,7442,3659,4540,5163,5938,11493,6343,3190,2173,5179,6619,1109,6219,3154,6597,1068,3201,2827,1797,3601,4368,11429,3034,6550,6297,1588,3709,1684,1937,3646,1409,2052,2797,2192,6710,3548,2438,2524,2513,1949,4195,6955,2712,3254,2855,4592,2442,4027,6042,4224,5554,2974,1874,1102,2655,2866,3237,1742,1333,2108,1359,3840,1602,1716,860,1019,4382,2042,763,603
2021-06-06,28305,99417,98942,17213,52066,45222,6280,43519,4201,13501,4607,9844,24324,6832,5459,20753,9610,14818,19053,8832,15633,15219,6908,7984,8635,13608,7442,3659,4540,5163,5938,11493,6343,3190,2173,5179,6619,1109,6219,3154,6597,1068,3201,2827,1797,3601,4368,11429,3034,6550,6297,1588,3709,1684,1937,3646,1409,2052,2797,2192,6710,3548,2438,2524,2513,1949,4195,6955,2712,3254,2855,4592,2442,4027,6042,4224,5554,2974,1874,1102,2655,2866,3237,1742,1333,2108,1359,3840,1602,1716,860,1019,4382,2042,763,603
